id,sciName (Clements/eBird/ML),comNameEn (Clements/eBird/ML),code (Clements/eBird/ML),sciName (IOC),comNameEn (IOC),comNameDe (IOC/DOG),sciName (GBIF),class (GBIF),order (GBIF),sciNameSynonyms
4721,Crotalus scutulatus,,,,,,Crotalus scutulatus,Squamata,,['Crotalus scutulatus']
4722,Crotalus viridis,Prairie Rattlesnake,t-11747768,,,,Crotalus viridis,Squamata,,['Crotalus viridis']
4723,Crotalus,Crotalus,t-10543318,,,,,Squamata,,['Crotalus']
4724,Crotophaga ani,Smooth-billed Ani,smbani,Crotophaga ani,Smooth-billed Ani,Glattschnabelani,Crotophaga ani,Aves,Cuculiformes,['Crotophaga ani']
4725,Crotophaga major,Greater Ani,greani1,Crotophaga major,Greater Ani,Riesenani,Crotophaga major,Aves,Cuculiformes,['Crotophaga major']
4726,Crotophaga sulcirostris,Groove-billed Ani,grbani,Crotophaga sulcirostris,Groove-billed Ani,Riefenschnabelani,Crotophaga sulcirostris,Aves,Cuculiformes,['Crotophaga sulcirostris']
4727,Cruziohyla craspedopus,,,,,,Cruziohyla craspedopus,Amphibia,Anura,['Cruziohyla craspedopus']
4728,Crypsirina cucullata,Hooded Treepie,hootre1,Crypsirina cucullata,Hooded Treepie,Kapuzenbaumelster,Crypsirina cucullata,Aves,Passeriformes,['Crypsirina cucullata']
4729,Crypsirina temia,Racket-tailed Treepie,rattre1,Crypsirina temia,Racket-tailed Treepie,Spatelbaumelster,Crypsirina temia,Aves,Passeriformes,['Crypsirina temia']
4730,Cryptillas victorini,Victorin's Warbler,viswar1,Cryptillas victorini,Victorin's Warbler,Grauwangensänger,Cryptillas victorini,Aves,Passeriformes,['Cryptillas victorini']
4731,Cryptoleucopteryx plumbea,Plumbeous Hawk,pluhaw,Cryptoleucopteryx plumbea,Plumbeous Hawk,Bleibussard,Leucopternis plumbeus,Aves,Accipitriformes,"['Cryptoleucopteryx plumbea', 'Leucopternis plumbeus']"
4732,Cryptolybia olivacea,Green Barbet,grebar2,Cryptolybia olivacea,Green Barbet,Olivbartvogel,Stactolaema olivacea,Aves,Piciformes,"['Cryptolybia olivacea', 'Stactolaema olivacea']"
4734,Cryptomicroeca flaviventris,Yellow-bellied Flyrobin,yebrob1,Cryptomicroeca flaviventris,Yellow-bellied Flyrobin,Gelbbauchschnäpper,Microeca flaviventris,Aves,Passeriformes,"['Cryptomicroeca flaviventris', 'Microeca flaviventris']"
4735,Cryptopezus nattereri,Speckle-breasted Antpitta,spbant1,Cryptopezus nattereri,Speckle-breasted Antpitta,Fleckenbauch-Ameisenpitta,Hylopezus nattereri,Aves,Passeriformes,"['Cryptopezus nattereri', 'Hylopezus nattereri']"
4736,Cryptophaps poecilorrhoa,Sombre Pigeon,sompig2,Cryptophaps poecilorrhoa,Sombre Pigeon,Fleckenfruchttaube,Cryptophaps poecilorrhoa,Aves,Columbiformes,['Cryptophaps poecilorrhoa']
4737,Cryptopipo holochlora,Green Manakin,greman2,Cryptopipo holochlora,Green Manakin,Grünpipra,Xenopipo holochlora,Aves,Passeriformes,"['Cryptopipo holochlora', 'Xenopipo holochlora']"
4738,Cryptopipo litae,Choco Manakin,grnman1,Cryptopipo litae,Choco Manakin,Olivpipra,Xenopipo holochlora,Aves,Passeriformes,"['Cryptopipo litae', 'Xenopipo holochlora']"
4739,Cryptoprocta ferox,,,,,,Cryptoprocta ferox,Mammalia,Carnivora,['Cryptoprocta ferox']
4740,Cryptospiza jacksoni,Dusky Crimsonwing,ducwin1,Cryptospiza jacksoni,Dusky Crimsonwing,Jacksonastrild,Cryptospiza jacksoni,Aves,Passeriformes,['Cryptospiza jacksoni']
4741,Cryptospiza reichenovii,Red-faced Crimsonwing,rfcwin1,Cryptospiza reichenovii,Red-faced Crimsonwing,Reichenowastrild,Cryptospiza reichenovii,Aves,Passeriformes,['Cryptospiza reichenovii']
4742,Cryptospiza salvadorii,Abyssinian Crimsonwing,abcwin1,Cryptospiza salvadorii,Abyssinian Crimsonwing,Salvadoriastrild,Cryptospiza salvadorii,Aves,Passeriformes,['Cryptospiza salvadorii']
4743,Cryptosylvicola randrianasoloi,Cryptic Warbler,crywar1,Cryptosylvicola randrianasoloi,Cryptic Warbler,Steineiben-Madagaskarsänger,Cryptosylvicola randrianasoloi,Aves,Passeriformes,['Cryptosylvicola randrianasoloi']
4744,Cryptotympana acuta,,,,,,Cryptotympana acuta,Insecta,Hemiptera,['Cryptotympana acuta']
4745,Cryptotympana aquila,,,,,,Cryptotympana aquila,Insecta,Hemiptera,['Cryptotympana aquila']
4746,Cryptotympana atrata,,,,,,Cryptotympana atrata,Insecta,Hemiptera,['Cryptotympana atrata']
4747,Cryptotympana consanguinea,,,,,,Cryptotympana consanguinea,Insecta,Hemiptera,['Cryptotympana consanguinea']
4748,Cryptotympana facialis,,,,,,Cryptotympana facialis,Insecta,Hemiptera,['Cryptotympana facialis']
4749,Cryptotympana gracilis,,,,,,Cryptotympana gracilis,Insecta,Hemiptera,['Cryptotympana gracilis']
4750,Cryptotympana holsti,,,,,,Cryptotympana holsti,Insecta,Hemiptera,['Cryptotympana holsti']
4751,Cryptotympana mandarina,,,,,,Cryptotympana mandarina,Insecta,Hemiptera,['Cryptotympana mandarina']
4752,Cryptotympana recta,,,,,,Cryptotympana recta,Insecta,Hemiptera,['Cryptotympana recta']
4753,Cryptotympana takasagona,,,,,,Cryptotympana takasagona,Insecta,Hemiptera,['Cryptotympana takasagona']
4754,Cryptotympana timorica,,,,,,Cryptotympana timorica,Insecta,Hemiptera,['Cryptotympana timorica']
4755,Cryptotympana yaeyamana,,,,,,Cryptotympana yayeyamana,Insecta,Hemiptera,"['Cryptotympana yaeyamana', 'Cryptotympana yayeyamana']"
4756,Crypturellus atrocapillus,Black-capped Tinamou,blctin1,Crypturellus atrocapillus,Black-capped Tinamou,Schwarzkappentinamu,Crypturellus atrocapillus,Aves,Tinamiformes,['Crypturellus atrocapillus']
4757,Crypturellus bartletti,Bartlett's Tinamou,bartin2,Crypturellus bartletti,Bartlett's Tinamou,Bartletttinamu,Crypturellus bartletti,Aves,Tinamiformes,['Crypturellus bartletti']
4758,Crypturellus berlepschi,Berlepsch's Tinamou,bertin1,Crypturellus berlepschi,Berlepsch's Tinamou,Berlepschtinamu,Crypturellus berlepschi,Aves,Tinamiformes,['Crypturellus berlepschi']
4759,Crypturellus boucardi,Slaty-breasted Tinamou,slbtin1,Crypturellus boucardi,Slaty-breasted Tinamou,Graukehltinamu,Crypturellus boucardi,Aves,Tinamiformes,['Crypturellus boucardi']
4760,Crypturellus brevirostris,Rusty Tinamou,rustin1,Crypturellus brevirostris,Rusty Tinamou,Rosttinamu,Crypturellus brevirostris,Aves,Tinamiformes,['Crypturellus brevirostris']
4761,Crypturellus casiquiare,Barred Tinamou,bartin1,Crypturellus casiquiare,Barred Tinamou,Bindentinamu,Crypturellus casiquiare,Aves,Tinamiformes,['Crypturellus casiquiare']
4762,Crypturellus cinereus,Cinereous Tinamou,cintin1,Crypturellus cinereus,Cinereous Tinamou,Grautinamu,Crypturellus cinereus,Aves,Tinamiformes,['Crypturellus cinereus']
4763,Crypturellus cinnamomeus,Thicket Tinamou,thitin1,Crypturellus cinnamomeus,Thicket Tinamou,Buschtinamu,Crypturellus cinnamomeus,Aves,Tinamiformes,['Crypturellus cinnamomeus']
4764,Crypturellus duidae,Gray-legged Tinamou,gyltin1,Crypturellus duidae,Grey-legged Tinamou,Graufußtinamu,Crypturellus duidae,Aves,Tinamiformes,['Crypturellus duidae']
4765,Crypturellus erythropus,Red-legged Tinamou,reltin1,Crypturellus erythropus,Red-legged Tinamou,Rotfußtinamu,Crypturellus erythropus,Aves,Tinamiformes,['Crypturellus erythropus']
4766,Crypturellus kerriae,Choco Tinamou,chotin1,Crypturellus kerriae,Choco Tinamou,Kerrtinamu,Crypturellus kerriae,Aves,Tinamiformes,['Crypturellus kerriae']
4767,Crypturellus noctivagus,Yellow-legged Tinamou,yeltin1,Crypturellus noctivagus,Yellow-legged Tinamou,Gelbfußtinamu,Crypturellus noctivagus,Aves,Tinamiformes,['Crypturellus noctivagus']
4768,Crypturellus obsoletus,Brown Tinamou,brotin1,Crypturellus obsoletus,Brown Tinamou,Kastanientinamu,Crypturellus obsoletus,Aves,Tinamiformes,['Crypturellus obsoletus']
4769,Crypturellus parvirostris,Small-billed Tinamou,smbtin1,Crypturellus parvirostris,Small-billed Tinamou,Kleinschnabeltinamu,Crypturellus parvirostris,Aves,Tinamiformes,['Crypturellus parvirostris']
4770,Crypturellus ptaritepui,Tepui Tinamou,teptin1,Crypturellus ptaritepui,Tepui Tinamou,Tepuitinamu,Crypturellus ptaritepui,Aves,Tinamiformes,['Crypturellus ptaritepui']
4771,Crypturellus soui,Little Tinamou,littin1,Crypturellus soui,Little Tinamou,Brauntinamu,Crypturellus soui,Aves,Tinamiformes,['Crypturellus soui']
4772,Crypturellus strigulosus,Brazilian Tinamou,bratin1,Crypturellus strigulosus,Brazilian Tinamou,Rotkehltinamu,Crypturellus strigulosus,Aves,Tinamiformes,['Crypturellus strigulosus']
4773,Crypturellus tataupa,Tataupa Tinamou,tattin1,Crypturellus tataupa,Tataupa Tinamou,Tataupatinamu,Crypturellus tataupa,Aves,Tinamiformes,['Crypturellus tataupa']
4774,Crypturellus transfasciatus,Pale-browed Tinamou,pabtin1,Crypturellus transfasciatus,Pale-browed Tinamou,Brauentinamu,Crypturellus transfasciatus,Aves,Tinamiformes,['Crypturellus transfasciatus']
4775,Crypturellus undulatus,Undulated Tinamou,undtin1,Crypturellus undulatus,Undulated Tinamou,Wellentinamu,Crypturellus undulatus,Aves,Tinamiformes,['Crypturellus undulatus']
4776,Crypturellus variegatus,Variegated Tinamou,vartin1,Crypturellus variegatus,Variegated Tinamou,Rotbrusttinamu,Crypturellus variegatus,Aves,Tinamiformes,['Crypturellus variegatus']
4777,Ctenodecticus bolivari,,,,,,Ctenodecticus bolivari,Insecta,Orthoptera,['Ctenodecticus bolivari']
4778,Ctenodecticus granatensis,,,,,,Ctenodecticus granatensis,Insecta,Orthoptera,['Ctenodecticus granatensis']
4779,Ctenodecticus lusitanicus,,,,,,Ctenodecticus lusitanicus,Insecta,Orthoptera,['Ctenodecticus lusitanicus']
4780,Ctenodecticus major,,,,,,Ctenodecticus major,Insecta,Orthoptera,['Ctenodecticus major']
4781,Ctenodecticus ramburi,,,,,,Ctenodecticus ramburi,Insecta,Orthoptera,['Ctenodecticus ramburi']
4782,Ctenodecticus thymi,,,,,,Ctenodecticus thymi,Insecta,Orthoptera,['Ctenodecticus thymi']
4783,Ctenomys argentinus,,,,,,Ctenomys argentinus,Mammalia,Rodentia,['Ctenomys argentinus']
4784,Ctenomys magellanicus,Magellanic Tuco-tuco,t-11072567,,,,Ctenomys magellanicus,Mammalia,Rodentia,['Ctenomys magellanicus']
4785,Ctenomys pearsoni,,,,,,Ctenomys pearsoni,Mammalia,Rodentia,['Ctenomys pearsoni']
4786,Ctenomys rionegrensis,,,,,,Ctenomys rionegrensis,Mammalia,Rodentia,['Ctenomys rionegrensis']
4787,Ctenomys torquatus,,,,,,Ctenomys torquatus,Mammalia,Rodentia,['Ctenomys torquatus']
4788,Ctenomys yolandae,,,,,,Ctenomys yolandae,Mammalia,Rodentia,['Ctenomys yolandae']
4789,Ctenomys,Ctenomys,t-10545181,,,,,Mammalia,Rodentia,['Ctenomys']
4790,Ctenophryne aterrima,Ctenophryne aterrima,t-11121319,,,,Ctenophryne aterrima,Amphibia,Anura,['Ctenophryne aterrima']
4791,Ctenophryne geayi,Ctenophryne geayi,t-11050830,,,,Ctenophryne geayi,Amphibia,Anura,['Ctenophryne geayi']
4792,Ctenoscelis acanthopus,,,,,,Ctenoscelis acanthopus,Insecta,Coleoptera,['Ctenoscelis acanthopus']
4793,Cuculus canorus,Common Cuckoo,comcuc,Cuculus canorus,Common Cuckoo,Kuckuck,Cuculus canorus,Aves,Cuculiformes,['Cuculus canorus']
4794,Cuculus clamosus,Black Cuckoo,blacuc1,Cuculus clamosus,Black Cuckoo,Schwarzkuckuck,Cuculus clamosus,Aves,Cuculiformes,['Cuculus clamosus']
4795,Cuculus crassirostris,Sulawesi Cuckoo,suhcuc1,Cuculus crassirostris,Sulawesi Cuckoo,Sulawesikuckuck,Cuculus crassirostris,Aves,Cuculiformes,['Cuculus crassirostris']
4796,Hierococcyx fugax,Malaysian Hawk-Cuckoo,malhac1,Hierococcyx fugax,Malaysian Hawk-Cuckoo,Fluchtkuckuck,Cuculus fugax,Aves,Cuculiformes,"['Cuculus fugax', 'Hierococcyx fugax']"
4797,Cuculus gularis,African Cuckoo,afrcuc1,Cuculus gularis,African Cuckoo,Afrikakuckuck,Cuculus gularis,Aves,Cuculiformes,['Cuculus gularis']
4798,Hierococcyx hyperythrus,Northern Hawk-Cuckoo,nohcuc1,Hierococcyx hyperythrus,Northern Hawk-Cuckoo,Weißnackenkuckuck,Cuculus hyperythrus,Aves,Cuculiformes,"['Cuculus hyperythrus', 'Hierococcyx hyperythrus']"
4799,Cuculus lepidus,Sunda Cuckoo,suncuc2,Cuculus lepidus,Sunda Cuckoo,Sundakuckuck,Cuculus lepidus,Aves,Cuculiformes,['Cuculus lepidus']
4800,Cuculus micropterus,Indian Cuckoo,indcuc1,Cuculus micropterus,Indian Cuckoo,Kurzflügelkuckuck,Cuculus micropterus,Aves,Cuculiformes,['Cuculus micropterus']
4801,Hierococcyx nisicolor,Hodgson's Hawk-Cuckoo,hodhac1,Hierococcyx nisicolor,Hodgson's Hawk-Cuckoo,Pfeifkuckuck,Cuculus nisicolor,Aves,Cuculiformes,"['Cuculus nisicolor', 'Hierococcyx nisicolor']"
4802,Cuculus optatus,Oriental Cuckoo,oricuc2,Cuculus optatus,Oriental Cuckoo,Hopfkuckuck,Cuculus optatus,Aves,Cuculiformes,['Cuculus optatus']
4803,Hierococcyx pectoralis,Philippine Hawk-Cuckoo,phhcuc1,Hierococcyx pectoralis,Philippine Hawk-Cuckoo,Philippinenkuckuck,Cuculus pectoralis,Aves,Cuculiformes,"['Cuculus pectoralis', 'Hierococcyx pectoralis']"
4804,Cuculus poliocephalus,Lesser Cuckoo,lescuc1,Cuculus poliocephalus,Lesser Cuckoo,Gackelkuckuck,Cuculus poliocephalus,Aves,Cuculiformes,['Cuculus poliocephalus']
4805,Cuculus rochii,Madagascar Cuckoo,madcuc1,Cuculus rochii,Madagascar Cuckoo,Madagaskarkuckuck,Cuculus rochii,Aves,Cuculiformes,['Cuculus rochii']
4806,Cuculus saturatus,Himalayan Cuckoo,himcuc1,Cuculus saturatus,Himalayan Cuckoo,Himalajakuckuck,Cuculus saturatus,Aves,Cuculiformes,['Cuculus saturatus']
4807,Cuculus solitarius,Red-chested Cuckoo,reccuc1,Cuculus solitarius,Red-chested Cuckoo,Einsiedlerkuckuck,Cuculus solitarius,Aves,Cuculiformes,['Cuculus solitarius']
4808,Hierococcyx bocki,Dark Hawk-Cuckoo,larhac1,Hierococcyx bocki,Dark Hawk-Cuckoo,Grausperberkuckuck,Cuculus sparverioides,Aves,Cuculiformes,"['Cuculus sparverioides', 'Hierococcyx bocki']"
4809,Hierococcyx sparverioides,Large Hawk-Cuckoo,larhac2,Hierococcyx sparverioides,Large Hawk-Cuckoo,Sperberkuckuck,Cuculus sparverioides,Aves,Cuculiformes,"['Cuculus sparverioides', 'Hierococcyx sparverioides']"
4810,Hierococcyx vagans,Moustached Hawk-Cuckoo,mohcuc1,Hierococcyx vagans,Moustached Hawk-Cuckoo,Bartkuckuck,Cuculus vagans,Aves,Cuculiformes,"['Cuculus vagans', 'Hierococcyx vagans']"
4811,Hierococcyx varius,Common Hawk-Cuckoo,cohcuc1,Hierococcyx varius,Common Hawk-Cuckoo,Wechselkuckuck,Cuculus varius,Aves,Cuculiformes,"['Cuculus varius', 'Hierococcyx varius']"
4812,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,gyhcaf1,Culicicapa ceylonensis,Grey-headed Canary-flycatcher,Graukopfschnäpper,Culicicapa ceylonensis,Aves,Passeriformes,['Culicicapa ceylonensis']
4813,Culicicapa helianthea,Citrine Canary-Flycatcher,citcaf1,Culicicapa helianthea,Citrine Canary-flycatcher,Grünkopfschnäpper,Culicicapa helianthea,Aves,Passeriformes,['Culicicapa helianthea']
4814,Culicidae,Mosquitos,t-10519800,,,,,Insecta,Diptera,['Culicidae']
4815,Culicivora caudacuta,Sharp-tailed Tyrant,shttyr1,Culicivora caudacuta,Sharp-tailed Grass Tyrant,Spitzschwanz-Grastyrann,Culicivora caudacuta,Aves,Passeriformes,['Culicivora caudacuta']
4816,Cuniculus paca,Tepezcuintle,t-11067808,,,,Cuniculus paca,Mammalia,Rodentia,['Cuniculus paca']
4817,Cuon alpinus,Asiatic wild dog,t-11038637,,,,Cuon alpinus,Mammalia,Carnivora,['Cuon alpinus']
4818,Cuora flavomarginata,,,,,,Cuora flavomarginata,Testudines,,['Cuora flavomarginata']
4819,Curaeus curaeus,Austral Blackbird,ausbla1,Curaeus curaeus,Austral Blackbird,Strichelkopfstärling,Curaeus curaeus,Aves,Passeriformes,['Curaeus curaeus']
4820,Curruca althaea,,,,,,,Aves,Passeriformes,['Curruca althaea']
4821,Curruca balearica,Balearic Warbler,balwar1,Curruca balearica,Balearic Warbler,Balearengrasmücke,Curruca balearica,Aves,Passeriformes,['Curruca balearica']
4822,Curruca boehmi,Banded Parisoma,banwar2,Curruca boehmi,Banded Parisoma,Bandgrasmücke,Sylvia boehmi,Aves,Passeriformes,"['Curruca boehmi', 'Sylvia boehmi']"
4823,Curruca buryi,Yemen Warbler,yemwar1,Curruca buryi,Yemen Warbler,Jemengrasmücke,Sylvia buryi,Aves,Passeriformes,"['Curruca buryi', 'Sylvia buryi']"
4824,Curruca cantillans,Eastern Subalpine Warbler,easwar1,Curruca cantillans,Eastern Subalpine Warbler,Balkan-Bartgrasmücke,Curruca cantillans,Aves,Passeriformes,"['Curruca cantillans', 'Sylvia cantillans']"
4825,Curruca communis,Greater Whitethroat,grewhi1,Curruca communis,Common Whitethroat,Dorngrasmücke,Sylvia communis,Aves,Passeriformes,"['Curruca communis', 'Sylvia communis']"
4827,Curruca conspicillata,Spectacled Warbler,spewar2,Curruca conspicillata,Spectacled Warbler,Brillengrasmücke,Sylvia conspicillata,Aves,Passeriformes,"['Curruca conspicillata', 'Sylvia conspicillata']"
4829,Curruca crassirostris,Eastern Orphean Warbler,eaowar2,Curruca crassirostris,Eastern Orphean Warbler,Nachtigallengrasmücke,Sylvia crassirostris,Aves,Passeriformes,"['Curruca crassirostris', 'Sylvia crassirostris']"
4830,Curruca curruca,Lesser Whitethroat,leswhi4,Curruca curruca,Lesser Whitethroat,Klappergrasmücke,Sylvia curruca,Aves,Passeriformes,"['Curruca curruca', 'Sylvia curruca']"
4832,Curruca deserti,African Desert Warbler,afdwar1,Curruca deserti,African Desert Warbler,Saharagrasmücke,Sylvia deserti,Aves,Passeriformes,"['Curruca deserti', 'Sylvia deserti']"
4833,Curruca deserticola,Tristram's Warbler,triwar1,Curruca deserticola,Tristram's Warbler,Atlasgrasmücke,Sylvia deserticola,Aves,Passeriformes,"['Curruca deserticola', 'Sylvia deserticola']"
4834,Curruca hortensis,Western Orphean Warbler,weowar2,Curruca hortensis,Western Orphean Warbler,Orpheusgrasmücke,Sylvia hortensis,Aves,Passeriformes,"['Curruca hortensis', 'Sylvia hortensis']"
4836,Curruca iberiae,Western Subalpine Warbler,subwar6,Curruca iberiae,Western Subalpine Warbler,Iberien-Bartgrasmücke,Curruca iberiae,Aves,Passeriformes,['Curruca iberiae']
4837,Curruca layardi,Layard's Warbler,laywar2,Curruca layardi,Layard's Warbler,Layardgrasmücke,Sylvia layardi,Aves,Passeriformes,"['Curruca layardi', 'Sylvia layardi']"
4838,Curruca leucomelaena,Arabian Warbler,reswar1,Curruca leucomelaena,Arabian Warbler,Akaziengrasmücke,Sylvia leucomelaena,Aves,Passeriformes,"['Curruca leucomelaena', 'Sylvia leucomelaena']"
4839,Curruca lugens,Brown Parisoma,brnwar1,Curruca lugens,Brown Parisoma,Braungrasmücke,Sylvia lugens,Aves,Passeriformes,"['Curruca lugens', 'Sylvia lugens']"
4840,Curruca melanocephala,Sardinian Warbler,sarwar1,Curruca melanocephala,Sardinian Warbler,Samtkopf-Grasmücke,Curruca melanocephala,Aves,Passeriformes,"['Curruca melanocephala', 'Sylvia melanocephala']"
4841,Curruca melanothorax,Cyprus Warbler,cypwar1,Curruca melanothorax,Cyprus Warbler,Schuppengrasmücke,Sylvia melanothorax,Aves,Passeriformes,"['Curruca melanothorax', 'Sylvia melanothorax']"
4842,Curruca minula,,,,,,Curruca minula,Aves,Passeriformes,['Curruca minula']
4843,Curruca mystacea,Menetries's Warbler,menwar1,Curruca mystacea,Menetries's Warbler,Tamariskengrasmücke,Sylvia mystacea,Aves,Passeriformes,"['Curruca mystacea', 'Sylvia mystacea']"
4845,Curruca nana,Asian Desert Warbler,asdwar1,Curruca nana,Asian Desert Warbler,Wüstengrasmücke,Sylvia nana,Aves,Passeriformes,"['Curruca nana', 'Sylvia nana']"
4847,Curruca nisoria,Barred Warbler,barwar1,Curruca nisoria,Barred Warbler,Sperbergrasmücke,Sylvia nisoria,Aves,Passeriformes,"['Curruca nisoria', 'Sylvia nisoria']"
4849,Curruca ruppeli,Rüppell's Warbler,ruewar1,Curruca ruppeli,Rüppell's Warbler,Maskengrasmücke,Sylvia ruppeli,Aves,Passeriformes,"['Curruca ruppeli', 'Sylvia rueppelli', 'Sylvia ruppeli']"
4851,Curruca sarda,Marmora's Warbler,marwar1,Curruca sarda,Marmora's Warbler,Sardengrasmücke,Sylvia sarda,Aves,Passeriformes,"['Curruca sarda', 'Sylvia sarda']"
4852,Curruca subalpina,Moltoni's Warbler,subwar8,Curruca subalpina,Moltoni's Warbler,Ligurien-Bartgrasmücke,Curruca subalpina,Aves,Passeriformes,"['Curruca subalpina', 'Sylvia subalpina']"
4853,Curruca subcoerulea,Chestnut-vented Warbler,ruvwar2,Curruca subcoerulea,Chestnut-vented Warbler,Meisengrasmücke,Curruca subcoerulea,Aves,Passeriformes,"['Curruca subcoerulea', 'Sylvia subcaerulea']"
4854,Curruca undata,Dartford Warbler,darwar1,Curruca undata,Dartford Warbler,Provencegrasmücke,Sylvia undata,Aves,Passeriformes,"['Curruca undata', 'Sylvia undata']"
4856,Cursorius coromandelicus,Indian Courser,indcou1,Cursorius coromandelicus,Indian Courser,Koromandelrennvogel,Cursorius coromandelicus,Aves,Charadriiformes,['Cursorius coromandelicus']
4857,Cursorius cursor,Cream-colored Courser,crccou1,Cursorius cursor,Cream-colored Courser,Rennvogel,Cursorius cursor,Aves,Charadriiformes,['Cursorius cursor']
4858,Cursorius rufus,Burchell's Courser,burcou2,Cursorius rufus,Burchell's Courser,Rostrennvogel,Cursorius rufus,Aves,Charadriiformes,['Cursorius rufus']
4859,Cursorius somalensis,Somali Courser,somcou1,Cursorius somalensis,Somali Courser,Somalirennvogel,Cursorius somalensis,Aves,Charadriiformes,['Cursorius somalensis']
4860,Cursorius temminckii,Temminck's Courser,temcou1,Cursorius temminckii,Temminck's Courser,Temminckrennvogel,Cursorius temminckii,Aves,Charadriiformes,['Cursorius temminckii']
4861,Cutia legalleni,Vietnamese Cutia,viecut1,Cutia legalleni,Vietnamese Cutia,Wellenbauchcutia,Cutia legalleni,Aves,Passeriformes,['Cutia legalleni']
4862,Cutia nipalensis,Himalayan Cutia,cutia1,Cutia nipalensis,Himalayan Cutia,Himalajacutia,Cutia nipalensis,Aves,Passeriformes,['Cutia nipalensis']
